,Proposed Edit,Incorrect Sentence,Correct Sentence
130,"Orig: [3, 4, ['का']], Cor: [3, 4, ['को']], Type: 'R:ADP'","उसने अपनी पत्नी का गला घोंट कर मार डाला।
","उसने अपनी पत्नी को गला घोंटकर मार डाला।
"
131,"Orig: [5, 7, ['घोंट', 'कर']], Cor: [5, 6, ['घोंटकर']], Type: 'R:ORTH'","उसने अपनी पत्नी का गला घोंट कर मार डाला।
","उसने अपनी पत्नी को गला घोंटकर मार डाला।
"
132,"Orig: [1, 2, ['में']], Cor: [1, 2, ['पर']], Type: 'R:ADP'","घाव में दवा लगाओ।
","घाव पर दवा लगाओ।
"
133,"Orig: [2, 3, ['इसलिए']], Cor: [2, 3, ['इसलिछ']], Type: 'R:NOUN'","वह लड़का इसलिए गिर पड़ा कि वह असावधान था।
","वह लड़का इसलिछ गिर पड़ा क्योंकि वह असावधान था।
"
134,"Orig: [5, 6, ['कि']], Cor: [5, 6, ['क्योंकि']], Type: 'R:OTHER'","वह लड़का इसलिए गिर पड़ा कि वह असावधान था।
","वह लड़का इसलिछ गिर पड़ा क्योंकि वह असावधान था।
"
135,"Orig: [2, 5, ['उसी', 'प्रकार', 'का']], Cor: [2, 4, ['वैसा', 'ही']], Type: 'R:PRON'","जैसा बोओगे उसी प्रकार का काटोगे।
","जैसा बोओगे वैसा ही काटोगे।
"
136,"Orig: [0, 2, ['सम्भवत', ':']], Cor: [0, 0, []], Type: 'U:OTHER'","सम्भवत: आज वर्षा अवश्य होगी।
","आज वर्षा अवश्य होगी।
"
137,"Orig: [2, 3, ['कोई']], Cor: [2, 2, []], Type: 'U:PRON'","सभा में कोई लगभग एक हजार व्यक्ति थे।
","सभा में लगभग एक 'हंजर व्यक्ति थे।
"
138,"Orig: [5, 6, ['हजार']], Cor: [4, 6, [""'"", 'हंजर']], Type: 'R:OTHER'","सभा में कोई लगभग एक हजार व्यक्ति थे।
","सभा में लगभग एक 'हंजर व्यक्ति थे।
"
139,"Orig: [4, 5, ['में']], Cor: [4, 5, ['करते-करते']], Type: 'R:VERB'","यह बालक आपकी प्रतीक्षा में सो गया।
","यह बालक आपकी प्रतीक्षा करते-करते सो गया।
"
140,"Orig: [5, 6, ['बोल']], Cor: [5, 6, ['कूक']], Type: 'R:VERB'","कोयल आम की डाली पर बोल रही है।
","कोयल आम की डाली पर कूक रही है बनते थे।
"
141,"Orig: [8, 8, []], Cor: [8, 10, ['बनते', 'थे']], Type: 'M:VERB:TENSE'","कोयल आम की डाली पर बोल रही है।
","कोयल आम की डाली पर कूक रही है बनते थे।
"
142,"Orig: [1, 2, ['ने']], Cor: [1, 3, ['के', 'द्वारा']], Type: 'R:ADP'","वक्ता ने देश की दयनीय दशा पर प्रकाश डाला गया है।
","वक्ता के द्वारा देश की दयनीय दशा पर प्रकाश डाला गया।
"
143,"Orig: [10, 11, ['है']], Cor: [11, 11, []], Type: 'U:VERB:TENSE'","वक्ता ने देश की दयनीय दशा पर प्रकाश डाला गया है।
","वक्ता के द्वारा देश की दयनीय दशा पर प्रकाश डाला गया।
"
144,"Orig: [1, 2, ['ने']], Cor: [1, 3, ['के', 'द्वारा']], Type: 'R:ADP'","पुलिस ने चोरों का पीछा किया गया।
","पुलिस के द्वारा चोरों का पीछा किया गया।
"
145,"Orig: [4, 5, ['ऐतिहासिक']], Cor: [4, 5, ['इतिहासकार']], Type: 'R:NOUN'","डॉ० ईश्वरी प्रसाद प्रसिद्ध ऐतिहासिक हैं।
","डॉ० ईश्वरी प्रसाद प्रसिद्ध इतिहासकार हैं।
"
146,"Orig: [5, 6, ['हम']], Cor: [5, 6, ['मैं']], Type: 'R:PRON'","मैंने कह दिया था कि हम आज शाम को नहीं खाएंगे।
","मैंने कह दिया था कि मैं आज शाम को खाना नहीं खाऊँगा।
"
147,"Orig: [9, 9, []], Cor: [9, 10, ['खाना']], Type: 'M:NOUN'","मैंने कह दिया था कि हम आज शाम को नहीं खाएंगे।
","मैंने कह दिया था कि मैं आज शाम को खाना नहीं खाऊँगा।
"
148,"Orig: [10, 11, ['खाएंगे']], Cor: [11, 12, ['खाऊँगा']], Type: 'R:SPELL'","मैंने कह दिया था कि हम आज शाम को नहीं खाएंगे।
","मैंने कह दिया था कि मैं आज शाम को खाना नहीं खाऊँगा।
"
149,"Orig: [3, 4, ['एक']], Cor: [3, 3, []], Type: 'U:ADJ'","'श्रीरामचरितमानस' एक दोहा-चौपाई में लिखा गया ग्रन्थ है।
","'श्रीरामचरितमानस' दोहा-चौपाई में लिखा गया एक ग्रन्थ है।
"
150,"Orig: [8, 8, []], Cor: [7, 8, ['एक']], Type: 'M:ADJ'","'श्रीरामचरितमानस' एक दोहा-चौपाई में लिखा गया ग्रन्थ है।
","'श्रीरामचरितमानस' दोहा-चौपाई में लिखा गया एक ग्रन्थ है।
"
151,"Orig: [3, 5, ['बहुत', 'से']], Cor: [3, 4, ['बहुत-से']], Type: 'R:OTHER'","इस मैदान में बहुत से पक्षी और पशु चरते और उड़ते देखे जा सकते हैं।
","इस मैदान में बहुत-से पक्षी उड़ते और पशु चरते देखे जा सकते हैं।
"
152,"Orig: [6, 6, []], Cor: [5, 6, ['उड़ते']], Type: 'M:VERB'","इस मैदान में बहुत से पक्षी और पशु चरते और उड़ते देखे जा सकते हैं।
","इस मैदान में बहुत-से पक्षी उड़ते और पशु चरते देखे जा सकते हैं।
"
153,"Orig: [9, 11, ['और', 'उड़ते']], Cor: [9, 9, []], Type: 'U:OTHER'","इस मैदान में बहुत से पक्षी और पशु चरते और उड़ते देखे जा सकते हैं।
","इस मैदान में बहुत-से पक्षी उड़ते और पशु चरते देखे जा सकते हैं।
"
154,"Orig: [2, 3, ['नष्ट']], Cor: [2, 3, ['पराजित']], Type: 'R:ADJ'","मनुष्य को नष्ट किया जा सकता है किन्तु पराजित नहीं किया जा सकता।
","मनुष्य को पराजित किया जा सकता है किन्तु नष्ट नहीं किया जा सकता।
"
155,"Orig: [8, 9, ['पराजित']], Cor: [8, 9, ['नष्ट']], Type: 'R:ADJ'","मनुष्य को नष्ट किया जा सकता है किन्तु पराजित नहीं किया जा सकता।
","मनुष्य को पराजित किया जा सकता है किन्तु नष्ट नहीं किया जा सकता।
"
156,"Orig: [7, 8, ['सबसे']], Cor: [7, 7, []], Type: 'U:ADV'","मैं पुष्प और पक्षी को प्रकृति की सबसे सुन्दर मानता हूँ।
","मैं पुष्प और पक्षी को प्रकृति की सुन्दरतम कृति मानता हूँ।
"
157,"Orig: [8, 9, ['सुन्दर']], Cor: [7, 8, ['सुन्दरतम']], Type: 'R:ADJ'","मैं पुष्प और पक्षी को प्रकृति की सबसे सुन्दर मानता हूँ।
","मैं पुष्प और पक्षी को प्रकृति की सुन्दरतम कृति मानता हूँ।
"
158,"Orig: [9, 9, []], Cor: [8, 9, ['कृति']], Type: 'M:NOUN'","मैं पुष्प और पक्षी को प्रकृति की सबसे सुन्दर मानता हूँ।
","मैं पुष्प और पक्षी को प्रकृति की सुन्दरतम कृति मानता हूँ।
"
159,"Orig: [1, 2, ['की']], Cor: [1, 2, ['के']], Type: 'R:ADP'","नदी की इस ओर पनघट है तो उसकी दूसरी ओर मरघट है।
","नदी के इस ओर पनघट है तो दूसरी ओर मरघट।
"
160,"Orig: [7, 8, ['उसकी']], Cor: [7, 7, []], Type: 'U:PRON'","नदी की इस ओर पनघट है तो उसकी दूसरी ओर मरघट है।
","नदी के इस ओर पनघट है तो दूसरी ओर मरघट।
"
161,"Orig: [10, 11, ['मरघट']], Cor: [9, 10, ['मरघट।']], Type: 'R:OTHER'","नदी की इस ओर पनघट है तो उसकी दूसरी ओर मरघट है।
","नदी के इस ओर पनघट है तो दूसरी ओर मरघट।
"
162,"Orig: [11, 13, ['है', '।']], Cor: [10, 10, []], Type: 'U:OTHER'","नदी की इस ओर पनघट है तो उसकी दूसरी ओर मरघट है।
","नदी के इस ओर पनघट है तो दूसरी ओर मरघट।
"
163,"Orig: [1, 2, ['र्']], Cor: [1, 2, ['झर्ष']], Type: 'R:SPELL'","अब र् हा अभियोग चलाना चाहों तो दूसरी बात है।
","अब झर्ष ही अभियोग लगाना चाहो तो दूसरी बात है।
"
164,"Orig: [2, 3, ['हा']], Cor: [2, 3, ['ही']], Type: 'R:OTHER'","अब र् हा अभियोग चलाना चाहों तो दूसरी बात है।
","अब झर्ष ही अभियोग लगाना चाहो तो दूसरी बात है।
"
165,"Orig: [4, 5, ['चलाना']], Cor: [4, 5, ['लगाना']], Type: 'R:VERB'","अब र् हा अभियोग चलाना चाहों तो दूसरी बात है।
","अब झर्ष ही अभियोग लगाना चाहो तो दूसरी बात है।
"
166,"Orig: [5, 6, ['चाहों']], Cor: [5, 6, ['चाहो']], Type: 'R:SPELL'","अब र् हा अभियोग चलाना चाहों तो दूसरी बात है।
","अब झर्ष ही अभियोग लगाना चाहो तो दूसरी बात है।
"
167,"Orig: [2, 3, ['औधिवेशन']], Cor: [2, 3, ['अधिवेशन']], Type: 'R:SPELL'","महासभा के औधिवेशन में अनेक विद्वान नारियों ने भाग लिया।
","महासभा के अधिवेशन में अनेक विदुषी नारियों ने भाग लिया।
"
168,"Orig: [5, 6, ['विद्वान']], Cor: [5, 6, ['विदुषी']], Type: 'R:ADJ'","महासभा के औधिवेशन में अनेक विद्वान नारियों ने भाग लिया।
","महासभा के अधिवेशन में अनेक विदुषी नारियों ने भाग लिया।
"
169,"Orig: [2, 3, ['विख्यात॑']], Cor: [2, 3, ['कुख्यात']], Type: 'R:SPELL'","वह एक विख्यात॑ डकैत है।
","वह एक कुख्यात डकैत है।
"
170,"Orig: [2, 4, ['हर', 'एक']], Cor: [2, 3, ['प्रत्येक']], Type: 'R:DET'","मतदान में हर एक सदस्यों को दुविधा थी।
","मतदान में प्रत्येक सदस्य को दुविधा थी।
"
171,"Orig: [4, 5, ['सदस्यों']], Cor: [3, 4, ['सदस्य']], Type: 'R:NOUN-NUM'","मतदान में हर एक सदस्यों को दुविधा थी।
","मतदान में प्रत्येक सदस्य को दुविधा थी।
"
172,"Orig: [2, 3, ['आगामी']], Cor: [2, 3, ['भावी']], Type: 'R:ADJ'","ये हमारे आगामी शिक्षामन्त्री हैं।
","ये हमारे भावी शिक्षामन्त्री हैं।
"
173,"Orig: [3, 4, ['हिनहिनाती']], Cor: [3, 4, ['भिनभिनाती']], Type: 'R:SPELL'","मकखी सारी रात हिनहिनाती रही।
","मकखी सारी रात भिनभिनाती रही।
"
174,"Orig: [1, 2, ['विद्या']], Cor: [1, 2, ['शिक्षा']], Type: 'R:NOUN'","उसने विद्या समाप्त कर गुरु को दक्षिणा दी।
","उसने शिक्षा समाप्त कर गुरु को दक्षिणा दी।
"
175,"Orig: [1, 2, ['हमारा']], Cor: [1, 2, ['अपना']], Type: 'R:PRON'","हम हमारा काम सावधानी से करते हैं।
","हम अपना काम सावधानी से करते हैं।
"
176,"Orig: [0, 2, ['सीमा', 'सुरक्षा']], Cor: [0, 1, ['सीमा-सुरक्षा']], Type: 'R:OTHER'",सीमा सुरक्षा हेतु सरकार सेना पर निर्भर कंरती है।,सीमा-सुरक्षा हेतु सरकार सेना पर निर्भर है।
177,"Orig: [7, 8, ['कंरती']], Cor: [6, 6, []], Type: 'U:VERB'",सीमा सुरक्षा हेतु सरकार सेना पर निर्भर कंरती है।,सीमा-सुरक्षा हेतु सरकार सेना पर निर्भर है।
